configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3221099,7.907
1,tiff,1,1,0,1,3221115,7.907
10,png,1,0,1,1,2110601,20.094
11,png,1,0,0,1,2110552,20.147
12,png,0,1,0,0,2110542,20.101
13,png,0,0,0,0,2110585,20.094
14,png,0,0,0,1,2110536,20.1
15,png,0,1,1,0,2110548,20.135
2,tiff,1,0,1,1,3221089,7.852
3,tiff,1,0,0,1,3221080,7.774
4,tiff,0,1,0,0,3221080,7.88
5,tiff,0,0,0,0,3221039,7.995
6,tiff,0,0,0,1,3221085,7.899
7,tiff,0,1,1,0,3221072,7.995
8,png,1,1,1,1,2110543,20.089
9,png,1,1,0,1,2110553,20.294
