configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,32371072,19.886
1,tiff,1,1,0,1,32368538,19.911
10,png,1,0,1,1,22160937,98.425
11,png,1,0,0,1,22161036,98.279
12,png,0,1,0,0,22160935,98.488
13,png,0,0,0,0,22160929,98.309
14,png,0,0,0,1,22160999,98.507
15,png,0,1,1,0,22160951,98.58
2,tiff,1,0,1,1,32368630,20.294
3,tiff,1,0,0,1,32368291,19.916
4,tiff,0,1,0,0,32366920,19.949
5,tiff,0,0,0,0,32367680,19.945
6,tiff,0,0,0,1,32371995,19.998
7,tiff,0,1,1,0,32372078,19.911
8,png,1,1,1,1,22160913,98.57
9,png,1,1,0,1,22160942,98.324
