configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,410160,0.231
1,tiff,1,1,0,1,410227,0.159
10,png,1,0,1,1,402479,0.217
11,png,1,0,0,1,402479,0.216
12,png,0,1,0,0,1949554,3.62
13,png,0,0,0,0,1949585,3.645
14,png,0,0,0,1,1949531,3.641
15,png,0,1,1,0,1949544,3.66
2,tiff,1,0,1,1,410235,0.16
3,tiff,1,0,0,1,410158,0.134
4,tiff,0,1,0,0,3173080,0.221
5,tiff,0,0,0,0,3173140,0.202
6,tiff,0,0,0,1,3173092,0.201
7,tiff,0,1,1,0,3173127,0.197
8,png,1,1,1,1,402496,0.219
9,png,1,1,0,1,402496,0.257
