configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,28841266,1.08
1,tiff,1,1,0,1,28841063,0.707
10,png,1,0,1,1,29631430,2.553
11,png,1,0,0,1,29632686,2.484
12,png,0,1,0,0,76328596,153.636
13,png,0,0,0,0,76327360,153.106
14,png,0,0,0,1,76329007,152.461
15,png,0,1,1,0,76328900,153.365
2,tiff,1,0,1,1,76327383,1.217
3,tiff,1,0,0,1,76327353,1.098
4,tiff,0,1,0,0,150011856,3.713
5,tiff,0,0,0,0,150010700,3.749
6,tiff,0,0,0,1,150012765,3.616
7,tiff,0,1,1,0,150012360,3.854
8,png,1,1,1,1,150011786,2.342
9,png,1,1,0,1,150012962,2.464
