configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,539873,0.493
1,tiff,1,1,0,1,539886,0.346
10,png,1,0,1,1,727173,0.667
11,png,1,0,0,1,727173,0.663
12,png,0,1,0,0,1076568,1.313
13,png,0,0,0,0,1076568,1.311
14,png,0,0,0,1,1012005,0.956
15,png,0,1,1,0,1076589,1.284
2,tiff,1,0,1,1,539882,0.374
3,tiff,1,0,0,1,539890,0.347
4,tiff,0,1,0,0,926865,0.413
5,tiff,0,0,0,0,926870,0.407
6,tiff,0,0,0,1,848599,0.368
7,tiff,0,1,1,0,926869,0.443
8,png,1,1,1,1,727200,0.701
9,png,1,1,0,1,727199,0.68
