configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1039299,0.234
1,tiff,1,1,0,1,1039299,0.107
10,png,1,0,1,1,1039299,0.092
11,png,1,0,0,1,1039299,0.108
12,png,0,1,0,0,1778796,3.476
13,png,0,0,0,0,1778794,3.496
14,png,0,0,0,1,1039292,0.109
15,png,0,1,1,0,1778794,3.492
2,tiff,1,0,1,1,1039286,0.106
3,tiff,1,0,0,1,1039286,0.092
4,tiff,0,1,0,0,1912162,0.477
5,tiff,0,0,0,0,1912170,0.44
6,tiff,0,0,0,1,1039310,0.092
7,tiff,0,1,1,0,1912157,0.442
8,png,1,1,1,1,1039291,0.103
9,png,1,1,0,1,1039291,0.106
