configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,706391,0.284
1,tiff,1,1,0,1,706391,0.169
10,png,1,0,1,1,706391,0.169
11,png,1,0,0,1,706389,0.168
12,png,0,1,0,0,5212986,5.907
13,png,0,0,0,0,5212987,5.82
14,png,0,0,0,1,5212989,5.843
15,png,0,1,1,0,5212989,5.824
2,tiff,1,0,1,1,706383,0.194
3,tiff,1,0,0,1,706385,0.194
4,tiff,0,1,0,0,7979643,0.332
5,tiff,0,0,0,0,7979635,0.313
6,tiff,0,0,0,1,7979622,0.324
7,tiff,0,1,1,0,7979667,0.335
8,png,1,1,1,1,706390,0.188
9,png,1,1,0,1,706390,0.191
