configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2347150,1.994
1,tiff,1,1,0,1,2347329,2.003
10,png,1,0,1,1,2448503,5.077
11,png,1,0,0,1,2448520,5.123
12,png,0,1,0,0,3948603,6.901
13,png,0,0,0,0,3948579,6.865
14,png,0,0,0,1,3948540,6.901
15,png,0,1,1,0,3948553,6.887
2,tiff,1,0,1,1,2347143,2.011
3,tiff,1,0,0,1,2347280,1.991
4,tiff,0,1,0,0,3776264,2.153
5,tiff,0,0,0,0,3778584,2.165
6,tiff,0,0,0,1,3778511,2.17
7,tiff,0,1,1,0,3778560,2.123
8,png,1,1,1,1,2448509,5.121
9,png,1,1,0,1,2448528,5.11
