configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1224556,0.403
1,tiff,1,1,0,1,1224590,0.426
10,png,1,0,1,1,1473849,2.193
11,png,1,0,0,1,1473846,2.188
12,png,0,1,0,0,1899757,3.046
13,png,0,0,0,0,1899765,3.008
14,png,0,0,0,1,1899767,3.012
15,png,0,1,1,0,1899755,3.008
2,tiff,1,0,1,1,1224607,0.433
3,tiff,1,0,0,1,1224618,0.407
4,tiff,0,1,0,0,1852626,0.535
5,tiff,0,0,0,0,1852624,0.535
6,tiff,0,0,0,1,1852634,0.592
7,tiff,0,1,1,0,1852629,0.535
8,png,1,1,1,1,1473849,2.212
9,png,1,1,0,1,1473869,2.264
