configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,40201848,8.234
1,tiff,1,1,0,1,40201931,7.634
10,png,1,0,1,1,36540939,35.583
11,png,1,0,0,1,36540940,35.763
12,png,0,1,0,0,38323741,40.576
13,png,0,0,0,0,38323716,40.419
14,png,0,0,0,1,38323735,40.558
15,png,0,1,1,0,38323732,40.567
2,tiff,1,0,1,1,40201582,7.626
3,tiff,1,0,0,1,40201281,7.662
4,tiff,0,1,0,0,42987158,7.739
5,tiff,0,0,0,0,42987124,7.771
6,tiff,0,0,0,1,42986961,7.802
7,tiff,0,1,1,0,42987206,7.781
8,png,1,1,1,1,36540921,35.696
9,png,1,1,0,1,36540931,35.822
