configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6253511,3.645
1,tiff,1,1,0,1,6253544,3.334
10,png,1,0,1,1,5776208,7.345
11,png,1,0,0,1,5776249,7.435
12,png,0,1,0,0,24039023,34.143
13,png,0,0,0,0,24039076,34.012
14,png,0,0,0,1,24039091,34.117
15,png,0,1,1,0,24039120,34.06
2,tiff,1,0,1,1,6253519,3.258
3,tiff,1,0,0,1,6253380,3.282
4,tiff,0,1,0,0,27266258,5.804
5,tiff,0,0,0,0,27266247,5.757
6,tiff,0,0,0,1,27266134,5.758
7,tiff,0,1,1,0,27266109,5.791
8,png,1,1,1,1,5776242,7.413
9,png,1,1,0,1,5776253,7.339
