configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,12689028,0.713
1,tiff,1,1,0,1,12690018,0.51
10,png,1,0,1,1,12688508,0.498
11,png,1,0,0,1,12688894,0.486
12,png,0,1,0,0,26406127,84.64
13,png,0,0,0,0,26406131,84.642
14,png,0,0,0,1,12689729,0.612
15,png,0,1,1,0,26406153,84.595
2,tiff,1,0,1,1,12690048,0.508
3,tiff,1,0,0,1,12688942,0.486
4,tiff,0,1,0,0,29944376,25.17
5,tiff,0,0,0,0,29946823,25.072
6,tiff,0,0,0,1,12688879,0.54
7,tiff,0,1,1,0,29946619,24.809
8,png,1,1,1,1,12689950,0.517
9,png,1,1,0,1,12688600,0.488
