configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175488,0.25
1,tiff,1,1,0,1,175426,0.2
10,png,1,0,1,1,169386,0.173
11,png,1,0,0,1,169386,0.172
12,png,0,1,0,0,1185040,2.962
13,png,0,0,0,0,1185026,2.886
14,png,0,0,0,1,1184915,2.932
15,png,0,1,1,0,1185040,2.873
2,tiff,1,0,1,1,175501,0.175
3,tiff,1,0,0,1,175434,0.201
4,tiff,0,1,0,0,1698336,0.376
5,tiff,0,0,0,0,1698421,0.348
6,tiff,0,0,0,1,1696509,0.343
7,tiff,0,1,1,0,1698352,0.353
8,png,1,1,1,1,169392,0.171
9,png,1,1,0,1,169392,0.202
