configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,977888,0.284
1,tiff,1,1,0,1,977889,0.308
10,png,1,0,1,1,1013593,1.223
11,png,1,0,0,1,1013600,1.231
12,png,0,1,0,0,1937418,2.125
13,png,0,0,0,0,1937444,2.187
14,png,0,0,0,1,1937432,2.129
15,png,0,1,1,0,1937425,2.158
2,tiff,1,0,1,1,978132,0.308
3,tiff,1,0,0,1,978159,0.278
4,tiff,0,1,0,0,1910749,0.332
5,tiff,0,0,0,0,1910763,0.331
6,tiff,0,0,0,1,1910753,0.329
7,tiff,0,1,1,0,1910694,0.406
8,png,1,1,1,1,1013613,1.22
9,png,1,1,0,1,1013586,1.23
