configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,804462,0.622
1,tiff,1,1,0,1,804470,0.595
10,png,1,0,1,1,835493,2.143
11,png,1,0,0,1,835481,2.099
12,png,0,1,0,0,1207789,2.805
13,png,0,0,0,0,1207782,2.772
14,png,0,0,0,1,1207774,2.809
15,png,0,1,1,0,1207792,2.849
2,tiff,1,0,1,1,804479,0.615
3,tiff,1,0,0,1,804470,0.646
4,tiff,0,1,0,0,1121720,0.695
5,tiff,0,0,0,0,1121375,0.662
6,tiff,0,0,0,1,1121722,0.666
7,tiff,0,1,1,0,1121721,0.684
8,png,1,1,1,1,835494,2.107
9,png,1,1,0,1,835505,2.072
