configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,132783056,0.987
1,tiff,1,1,0,1,132781125,1.12
10,png,1,0,1,1,125842850,1.582
11,png,1,0,0,1,125843424,1.714
12,png,0,1,0,0,85763194,1.667
13,png,0,0,0,0,85760704,1.996
14,png,0,0,0,1,85761328,1.722
15,png,0,1,1,0,85764635,1.871
2,tiff,1,0,1,1,85762082,1.119
3,tiff,1,0,0,1,85761232,0.935
4,tiff,0,1,0,0,23103882,1.125
5,tiff,0,0,0,0,23102128,0.907
6,tiff,0,0,0,1,23101440,0.953
7,tiff,0,1,1,0,23103607,1.114
8,png,1,1,1,1,23104184,1.59
9,png,1,1,0,1,23103462,1.587
