configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1423258,3.978
1,tiff,1,1,0,1,1423264,3.927
10,png,1,0,1,1,1390139,5.798
11,png,1,0,0,1,1390145,5.773
12,png,0,1,0,0,5085218,9.646
13,png,0,0,0,0,5085210,9.624
14,png,0,0,0,1,5085208,9.625
15,png,0,1,1,0,5085206,9.619
2,tiff,1,0,1,1,1423251,3.943
3,tiff,1,0,0,1,1423261,3.972
4,tiff,0,1,0,0,5327143,4.266
5,tiff,0,0,0,0,5327097,4.297
6,tiff,0,0,0,1,5327191,4.27
7,tiff,0,1,1,0,5327120,4.272
8,png,1,1,1,1,1390149,5.802
9,png,1,1,0,1,1390135,5.842
