configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,332488,0.212
1,tiff,1,1,0,1,332488,0.244
10,png,1,0,1,1,282656,0.738
11,png,1,0,0,1,282661,0.741
12,png,0,1,0,0,925530,1.186
13,png,0,0,0,0,925493,1.256
14,png,0,0,0,1,925503,1.181
15,png,0,1,1,0,925526,1.194
2,tiff,1,0,1,1,332492,0.21
3,tiff,1,0,0,1,332492,0.234
4,tiff,0,1,0,0,1154187,0.244
5,tiff,0,0,0,0,1154137,0.238
6,tiff,0,0,0,1,1154174,0.241
7,tiff,0,1,1,0,1154153,0.273
8,png,1,1,1,1,282662,0.704
9,png,1,1,0,1,282829,0.709
