configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1957057,0.823
1,tiff,1,1,0,1,1957053,0.753
10,png,1,0,1,1,1812889,3.409
11,png,1,0,0,1,1813004,3.482
12,png,0,1,0,0,4327110,10.402
13,png,0,0,0,0,4327088,10.461
14,png,0,0,0,1,4327080,10.389
15,png,0,1,1,0,4327140,10.452
2,tiff,1,0,1,1,1957060,0.785
3,tiff,1,0,0,1,1956615,0.759
4,tiff,0,1,0,0,5834887,1.86
5,tiff,0,0,0,0,5834930,1.88
6,tiff,0,0,0,1,5834850,1.881
7,tiff,0,1,1,0,5834848,1.879
8,png,1,1,1,1,1813009,3.522
9,png,1,1,0,1,1812965,3.443
