configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2892197,7.361
1,tiff,1,1,0,1,2892300,7.14
10,png,1,0,1,1,3212203,11.699
11,png,1,0,0,1,3212212,11.713
12,png,0,1,0,0,3212230,11.772
13,png,0,0,0,0,3212237,11.689
14,png,0,0,0,1,3212194,11.719
15,png,0,1,1,0,3212221,11.699
2,tiff,1,0,1,1,2892144,7.129
3,tiff,1,0,0,1,2892143,7.13
4,tiff,0,1,0,0,2892150,7.151
5,tiff,0,0,0,0,2892115,7.126
6,tiff,0,0,0,1,2892097,7.187
7,tiff,0,1,1,0,2891998,7.147
8,png,1,1,1,1,3212225,11.736
9,png,1,1,0,1,3212209,11.76
