configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,973022,0.218
1,tiff,1,1,0,1,973022,0.176
10,png,1,0,1,1,984763,0.691
11,png,1,0,0,1,984764,0.695
12,png,0,1,0,0,1677682,2.051
13,png,0,0,0,0,1677681,2.068
14,png,0,0,0,1,1677675,2.044
15,png,0,1,1,0,1677685,2.049
2,tiff,1,0,1,1,973033,0.173
3,tiff,1,0,0,1,973033,0.171
4,tiff,0,1,0,0,1628329,0.237
5,tiff,0,0,0,0,1628329,0.262
6,tiff,0,0,0,1,1628278,0.229
7,tiff,0,1,1,0,1628274,0.237
8,png,1,1,1,1,984758,0.721
9,png,1,1,0,1,984763,0.7
