configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,9502607,2.131
1,tiff,1,1,0,1,9502783,2.036
10,png,1,0,1,1,9296588,9.417
11,png,1,0,0,1,9296550,9.379
12,png,0,1,0,0,39472471,137.059
13,png,0,0,0,0,39472507,137.102
14,png,0,0,0,1,39472550,137.254
15,png,0,1,1,0,39472814,137.635
2,tiff,1,0,1,1,9503136,1.986
3,tiff,1,0,0,1,9502535,2.105
4,tiff,0,1,0,0,52909346,3.646
5,tiff,0,0,0,0,52908711,3.657
6,tiff,0,0,0,1,52908705,3.623
7,tiff,0,1,1,0,52908694,3.603
8,png,1,1,1,1,9296553,9.38
9,png,1,1,0,1,9296444,9.354
