configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,150012962,0.264
1,tiff,1,1,0,1,150012962,0.221
10,png,1,0,1,1,150012962,0.188
11,png,1,0,0,1,150012962,0.219
12,png,0,1,0,0,150012962,0.226
13,png,0,0,0,0,150012962,0.19
14,png,0,0,0,1,150012962,0.189
15,png,0,1,1,0,150012962,0.221
2,tiff,1,0,1,1,150012962,0.189
3,tiff,1,0,0,1,150012962,0.222
4,tiff,0,1,0,0,150012962,0.191
5,tiff,0,0,0,0,150012962,0.193
6,tiff,0,0,0,1,150012962,0.189
7,tiff,0,1,1,0,150012962,0.196
8,png,1,1,1,1,150012962,0.206
9,png,1,1,0,1,150012962,0.19
