configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2056830,0.684
1,tiff,1,1,0,1,2056921,0.626
10,png,1,0,1,1,2260702,3.485
11,png,1,0,0,1,2260718,3.502
12,png,0,1,0,0,3936447,4.87
13,png,0,0,0,0,3936480,4.89
14,png,0,0,0,1,3936473,4.884
15,png,0,1,1,0,3936439,4.905
2,tiff,1,0,1,1,2056806,0.654
3,tiff,1,0,0,1,2056815,0.608
4,tiff,0,1,0,0,4461524,0.663
5,tiff,0,0,0,0,4461560,0.689
6,tiff,0,0,0,1,4461531,0.664
7,tiff,0,1,1,0,4461549,0.694
8,png,1,1,1,1,2260740,3.467
9,png,1,1,0,1,2260686,3.474
