configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,896816,0.886
1,tiff,1,1,0,1,897051,0.69
10,png,1,0,1,1,617642,1.92
11,png,1,0,0,1,617606,1.949
12,png,0,1,0,0,1195450,2.687
13,png,0,0,0,0,1195469,2.724
14,png,0,0,0,1,1195428,2.695
15,png,0,1,1,0,1195430,2.7
2,tiff,1,0,1,1,896370,0.685
3,tiff,1,0,0,1,896225,0.676
4,tiff,0,1,0,0,1714388,0.732
5,tiff,0,0,0,0,1713634,0.709
6,tiff,0,0,0,1,1714101,0.711
7,tiff,0,1,1,0,1714389,0.742
8,png,1,1,1,1,617567,1.951
9,png,1,1,0,1,617576,1.919
