configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,566245,0.058
1,tiff,1,1,0,1,566241,0.058
10,png,1,0,1,1,566241,0.051
11,png,1,0,0,1,566241,0.051
12,png,0,1,0,0,2468530,2.694
13,png,0,0,0,0,2468532,2.631
14,png,0,0,0,1,2468529,2.665
15,png,0,1,1,0,2468531,2.64
2,tiff,1,0,1,1,566241,0.05
3,tiff,1,0,0,1,566241,0.049
4,tiff,0,1,0,0,2938151,0.377
5,tiff,0,0,0,0,2938129,0.315
6,tiff,0,0,0,1,2938154,0.331
7,tiff,0,1,1,0,2938179,0.31
8,png,1,1,1,1,566240,0.055
9,png,1,1,0,1,566240,0.055
