configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6280781,2.167
1,tiff,1,1,0,1,6281103,1.973
10,png,1,0,1,1,6232927,2.727
11,png,1,0,0,1,6232795,2.731
12,png,0,1,0,0,27399071,32.805
13,png,0,0,0,0,27399073,32.913
14,png,0,0,0,1,27399021,32.924
15,png,0,1,1,0,27399079,32.824
2,tiff,1,0,1,1,6280983,1.997
3,tiff,1,0,0,1,6281181,1.981
4,tiff,0,1,0,0,31587646,4.519
5,tiff,0,0,0,0,31587743,4.558
6,tiff,0,0,0,1,31587175,4.524
7,tiff,0,1,1,0,31586822,4.538
8,png,1,1,1,1,6232763,2.731
9,png,1,1,0,1,6232872,2.796
