configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1153904,0.173
1,tiff,1,1,0,1,1153904,0.111
10,png,1,0,1,1,1150423,0.152
11,png,1,0,0,1,1150423,0.149
12,png,0,1,0,0,3162109,5.905
13,png,0,0,0,0,3162110,5.876
14,png,0,0,0,1,3162111,5.871
15,png,0,1,1,0,3162112,5.892
2,tiff,1,0,1,1,1153902,0.093
3,tiff,1,0,0,1,1153902,0.114
4,tiff,0,1,0,0,4869749,0.464
5,tiff,0,0,0,0,4869763,0.54
6,tiff,0,0,0,1,4869785,0.46
7,tiff,0,1,1,0,4869808,0.462
8,png,1,1,1,1,1150428,0.128
9,png,1,1,0,1,1150424,0.15
