configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,10384578,1.301
1,tiff,1,1,0,1,10384746,1.03
10,png,1,0,1,1,8220508,7.198
11,png,1,0,0,1,8220511,7.185
12,png,0,1,0,0,23398824,25.899
13,png,0,0,0,0,23398824,25.847
14,png,0,0,0,1,23398811,25.899
15,png,0,1,1,0,23398784,25.897
2,tiff,1,0,1,1,10384738,1.038
3,tiff,1,0,0,1,10384730,1.052
4,tiff,0,1,0,0,35502200,1.616
5,tiff,0,0,0,0,35502207,1.626
6,tiff,0,0,0,1,35502191,1.619
7,tiff,0,1,1,0,35502194,1.643
8,png,1,1,1,1,8220505,7.195
9,png,1,1,0,1,8220495,7.204
