configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2491366,0.71
1,tiff,1,1,0,1,2491443,0.663
10,png,1,0,1,1,1341276,5.07
11,png,1,0,0,1,1341256,5.012
12,png,0,1,0,0,1943583,5.391
13,png,0,0,0,0,1943659,5.387
14,png,0,0,0,1,1943659,5.424
15,png,0,1,1,0,1943575,5.418
2,tiff,1,0,1,1,2491369,0.666
3,tiff,1,0,0,1,2491448,0.656
4,tiff,0,1,0,0,3233709,0.71
5,tiff,0,0,0,0,3233627,0.689
6,tiff,0,0,0,1,3233658,0.681
7,tiff,0,1,1,0,3233711,0.682
8,png,1,1,1,1,1341268,5.008
9,png,1,1,0,1,1341331,5.004
