configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1668859,0.162
1,tiff,1,1,0,1,1668859,0.088
10,png,1,0,1,1,1668859,0.09
11,png,1,0,0,1,1668861,0.092
12,png,0,1,0,0,4623839,3.765
13,png,0,0,0,0,4623838,3.735
14,png,0,0,0,1,4623837,3.721
15,png,0,1,1,0,4623841,3.779
2,tiff,1,0,1,1,1668863,0.093
3,tiff,1,0,0,1,1668863,0.091
4,tiff,0,1,0,0,4295138,0.716
5,tiff,0,0,0,0,4295235,0.699
6,tiff,0,0,0,1,4295151,0.71
7,tiff,0,1,1,0,4295245,0.694
8,png,1,1,1,1,1668862,0.078
9,png,1,1,0,1,1668862,0.08
