configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1766147,0.292
1,tiff,1,1,0,1,1766118,0.237
10,png,1,0,1,1,1961606,1.591
11,png,1,0,0,1,1961605,1.62
12,png,0,1,0,0,9877817,13.096
13,png,0,0,0,0,9877820,13.048
14,png,0,0,0,1,9877816,13.062
15,png,0,1,1,0,9877814,13.005
2,tiff,1,0,1,1,1766117,0.208
3,tiff,1,0,0,1,1766121,0.228
4,tiff,0,1,0,0,13542491,0.591
5,tiff,0,0,0,0,13542545,0.513
6,tiff,0,0,0,1,13542549,0.52
7,tiff,0,1,1,0,13542235,0.518
8,png,1,1,1,1,1961604,1.624
9,png,1,1,0,1,1961599,1.628
