configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,16298272,5.955
1,tiff,1,1,0,1,16294599,5.82
10,png,1,0,1,1,13887759,15.905
11,png,1,0,0,1,13887500,15.839
12,png,0,1,0,0,46117800,155.516
13,png,0,0,0,0,46117603,155.949
14,png,0,0,0,1,46117732,155.57
15,png,0,1,1,0,46117523,154.772
2,tiff,1,0,1,1,16294893,5.79
3,tiff,1,0,0,1,16295011,5.779
4,tiff,0,1,0,0,63414179,7.635
5,tiff,0,0,0,0,63411653,7.701
6,tiff,0,0,0,1,63410990,7.673
7,tiff,0,1,1,0,63410364,7.626
8,png,1,1,1,1,13887396,15.712
9,png,1,1,0,1,13887788,15.754
