configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,583130,0.374
1,tiff,1,1,0,1,583130,0.215
10,png,1,0,1,1,577039,0.729
11,png,1,0,0,1,577081,0.742
12,png,0,1,0,0,2980982,2.666
13,png,0,0,0,0,2980974,2.704
14,png,0,0,0,1,2980974,2.632
15,png,0,1,1,0,2980970,2.67
2,tiff,1,0,1,1,583123,0.196
3,tiff,1,0,0,1,583123,0.197
4,tiff,0,1,0,0,3728515,0.309
5,tiff,0,0,0,0,3728404,0.307
6,tiff,0,0,0,1,3728399,0.322
7,tiff,0,1,1,0,3728495,0.31
8,png,1,1,1,1,577070,0.75
9,png,1,1,0,1,577053,0.697
