configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1587640,0.53
1,tiff,1,1,0,1,1587606,0.5
10,png,1,0,1,1,1819870,2.31
11,png,1,0,0,1,1819834,2.342
12,png,0,1,0,0,4986781,5.67
13,png,0,0,0,0,4986780,5.729
14,png,0,0,0,1,4986770,5.671
15,png,0,1,1,0,4986776,5.629
2,tiff,1,0,1,1,1587644,0.481
3,tiff,1,0,0,1,1587642,0.482
4,tiff,0,1,0,0,6286485,0.608
5,tiff,0,0,0,0,6286524,0.612
6,tiff,0,0,0,1,6286510,0.637
7,tiff,0,1,1,0,6286524,0.601
8,png,1,1,1,1,1819898,2.335
9,png,1,1,0,1,1819831,2.336
