configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,7222458,1.939
1,tiff,1,1,0,1,7222486,1.798
10,png,1,0,1,1,5203705,12.304
11,png,1,0,0,1,5203705,12.233
12,png,0,1,0,0,5203701,12.331
13,png,0,0,0,0,5203700,12.242
14,png,0,0,0,1,5203703,12.298
15,png,0,1,1,0,5203707,12.226
2,tiff,1,0,1,1,7222416,1.795
3,tiff,1,0,0,1,7222692,1.786
4,tiff,0,1,0,0,7222695,1.78
5,tiff,0,0,0,0,7222708,1.778
6,tiff,0,0,0,1,7222713,1.811
7,tiff,0,1,1,0,7222709,1.826
8,png,1,1,1,1,5203697,12.269
9,png,1,1,0,1,5203688,12.266
