configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1945762,0.656
1,tiff,1,1,0,1,1945484,0.616
10,png,1,0,1,1,1602859,2.171
11,png,1,0,0,1,1602863,2.109
12,png,0,1,0,0,5467638,9.356
13,png,0,0,0,0,5467643,9.365
14,png,0,0,0,1,5467766,9.383
15,png,0,1,1,0,5467592,9.36
2,tiff,1,0,1,1,1946258,0.664
3,tiff,1,0,0,1,1945946,0.635
4,tiff,0,1,0,0,7118137,1.108
5,tiff,0,0,0,0,7117736,1.148
6,tiff,0,0,0,1,7118008,1.116
7,tiff,0,1,1,0,7117062,1.148
8,png,1,1,1,1,1602854,2.182
9,png,1,1,0,1,1602908,2.195
