configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1135202,1.043
1,tiff,1,1,0,1,1135194,0.847
10,png,1,0,1,1,1047557,2.65
11,png,1,0,0,1,1047547,2.645
12,png,0,1,0,0,1047546,2.64
13,png,0,0,0,0,1047532,2.649
14,png,0,0,0,1,1047561,2.632
15,png,0,1,1,0,1047558,2.69
2,tiff,1,0,1,1,1135211,0.849
3,tiff,1,0,0,1,1135204,0.845
4,tiff,0,1,0,0,1135201,0.847
5,tiff,0,0,0,0,1135220,0.881
6,tiff,0,0,0,1,1135195,0.848
7,tiff,0,1,1,0,1135205,0.901
8,png,1,1,1,1,1047560,2.682
9,png,1,1,0,1,1047545,2.614
