configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,334566,0.24
1,tiff,1,1,0,1,334566,0.21
10,png,1,0,1,1,341190,0.697
11,png,1,0,0,1,341200,0.668
12,png,0,1,0,0,1477899,5.803
13,png,0,0,0,0,1477933,5.767
14,png,0,0,0,1,1477940,5.822
15,png,0,1,1,0,1477928,5.817
2,tiff,1,0,1,1,334575,0.199
3,tiff,1,0,0,1,334575,0.211
4,tiff,0,1,0,0,3144451,1.147
5,tiff,0,0,0,0,3144672,1.158
6,tiff,0,0,0,1,3144683,1.213
7,tiff,0,1,1,0,3144436,1.195
8,png,1,1,1,1,341197,0.707
9,png,1,1,0,1,341173,0.67
