configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4222369,1.151
1,tiff,1,1,0,1,4222307,0.926
10,png,1,0,1,1,3715870,8.816
11,png,1,0,0,1,3715859,8.776
12,png,0,1,0,0,3715837,8.77
13,png,0,0,0,0,3715871,8.735
14,png,0,0,0,1,3715857,8.765
15,png,0,1,1,0,3715867,8.742
2,tiff,1,0,1,1,4222278,0.953
3,tiff,1,0,0,1,4222473,0.967
4,tiff,0,1,0,0,4222425,0.92
5,tiff,0,0,0,0,4222300,0.957
6,tiff,0,0,0,1,4222420,0.957
7,tiff,0,1,1,0,4222381,0.929
8,png,1,1,1,1,3715865,8.756
9,png,1,1,0,1,3715872,8.762
