configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5232061,41.127
1,tiff,1,1,0,1,5232075,40.781
10,png,1,0,1,1,5281625,43.77
11,png,1,0,0,1,5281623,43.71
12,png,0,1,0,0,24484447,107.533
13,png,0,0,0,0,24484378,107.88300000000001
14,png,0,0,0,1,24484401,107.87700000000001
15,png,0,1,1,0,24484410,108.37700000000001
2,tiff,1,0,1,1,5232381,41.13
3,tiff,1,0,0,1,5232342,40.78
4,tiff,0,1,0,0,30302056,42.495
5,tiff,0,0,0,0,30302131,42.174
6,tiff,0,0,0,1,30302130,42.84
7,tiff,0,1,1,0,30302127,42.163
8,png,1,1,1,1,5281622,44.452
9,png,1,1,0,1,5281656,45.324
