configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1607821,0.211
1,tiff,1,1,0,1,1607821,0.128
10,png,1,0,1,1,1583587,0.831
11,png,1,0,0,1,1583576,0.795
12,png,0,1,0,0,2614144,4.321
13,png,0,0,0,0,2614171,4.286
14,png,0,0,0,1,1624239,0.83
15,png,0,1,1,0,2614137,4.301
2,tiff,1,0,1,1,1607816,0.129
3,tiff,1,0,0,1,1608011,0.144
4,tiff,0,1,0,0,2719608,0.506
5,tiff,0,0,0,0,2719481,0.456
6,tiff,0,0,0,1,1645427,0.152
7,tiff,0,1,1,0,2719584,0.462
8,png,1,1,1,1,1583592,0.817
9,png,1,1,0,1,1583572,0.803
