configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1083206,5.039
1,tiff,1,1,0,1,1081882,4.906
10,png,1,0,1,1,1215476,4.901
11,png,1,0,0,1,1216630,4.903
12,png,0,1,0,0,1260042,5.023
13,png,0,0,0,0,1261214,5.068
14,png,0,0,0,1,1271170,4.839
15,png,0,1,1,0,1265386,4.998
2,tiff,1,0,1,1,1080366,5.043
3,tiff,1,0,0,1,1083297,4.891
4,tiff,0,1,0,0,1142269,4.932
5,tiff,0,0,0,0,1146262,4.94
6,tiff,0,0,0,1,1151215,4.882
7,tiff,0,1,1,0,1144399,4.961
8,png,1,1,1,1,1215543,4.876
9,png,1,1,0,1,1217933,4.878
