configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15484973,12.503
1,tiff,1,1,0,1,15489274,12.369
10,png,1,0,1,1,13064473,45.792
11,png,1,0,0,1,13064855,45.67
12,png,0,1,0,0,13064735,45.799
13,png,0,0,0,0,13064540,45.802
14,png,0,0,0,1,13064544,45.785
15,png,0,1,1,0,13064908,45.9
2,tiff,1,0,1,1,15488615,12.432
3,tiff,1,0,0,1,15482865,12.555
4,tiff,0,1,0,0,15488211,12.351
5,tiff,0,0,0,0,15485689,12.435
6,tiff,0,0,0,1,15484284,12.31
7,tiff,0,1,1,0,15485140,13.064
8,png,1,1,1,1,13064994,45.725
9,png,1,1,0,1,13064546,45.706
