configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,774532,0.151
1,tiff,1,1,0,1,774532,0.086
10,png,1,0,1,1,774532,0.086
11,png,1,0,0,1,774532,0.085
12,png,0,1,0,0,1087409,1.967
13,png,0,0,0,0,1087417,1.96
14,png,0,0,0,1,774551,0.077
15,png,0,1,1,0,1087409,1.93
2,tiff,1,0,1,1,774532,0.077
3,tiff,1,0,0,1,774532,0.075
4,tiff,0,1,0,0,1170471,0.34
5,tiff,0,0,0,0,1170475,0.366
6,tiff,0,0,0,1,774531,0.077
7,tiff,0,1,1,0,1170477,0.338
8,png,1,1,1,1,774531,0.088
9,png,1,1,0,1,774549,0.075
