configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,304859,0.406
1,tiff,1,1,0,1,305262,0.429
10,png,1,0,1,1,118576,0.701
11,png,1,0,0,1,118419,0.667
12,png,0,1,0,0,380963,1.025
13,png,0,0,0,0,381022,1.021
14,png,0,0,0,1,381153,1.039
15,png,0,1,1,0,381199,1.052
2,tiff,1,0,1,1,304855,0.432
3,tiff,1,0,0,1,304865,0.423
4,tiff,0,1,0,0,1034303,0.456
5,tiff,0,0,0,0,1034186,0.431
6,tiff,0,0,0,1,1034013,0.425
7,tiff,0,1,1,0,1034319,0.43
8,png,1,1,1,1,118460,0.668
9,png,1,1,0,1,118420,0.672
