configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5329231,0.881
1,tiff,1,1,0,1,5329127,0.83
10,png,1,0,1,1,4360081,4.285
11,png,1,0,0,1,4360072,4.246
12,png,0,1,0,0,4458779,4.294
13,png,0,0,0,0,4458778,4.264
14,png,0,0,0,1,4458751,4.267
15,png,0,1,1,0,4458765,4.271
2,tiff,1,0,1,1,5329208,0.866
3,tiff,1,0,0,1,5329219,0.811
4,tiff,0,1,0,0,5443580,0.835
5,tiff,0,0,0,0,5443613,0.839
6,tiff,0,0,0,1,5445389,0.812
7,tiff,0,1,1,0,5445392,0.863
8,png,1,1,1,1,4360066,4.306
9,png,1,1,0,1,4360018,4.321
