configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,691203,0.57
1,tiff,1,1,0,1,691116,0.407
10,png,1,0,1,1,676269,0.95
11,png,1,0,0,1,676296,0.976
12,png,0,1,0,0,1480444,2.339
13,png,0,0,0,0,1480424,2.392
14,png,0,0,0,1,1480433,2.354
15,png,0,1,1,0,1480477,2.403
2,tiff,1,0,1,1,691134,0.366
3,tiff,1,0,0,1,691227,0.369
4,tiff,0,1,0,0,1954722,0.436
5,tiff,0,0,0,0,1954715,0.399
6,tiff,0,0,0,1,1954811,0.399
7,tiff,0,1,1,0,1954678,0.423
8,png,1,1,1,1,676392,0.954
9,png,1,1,0,1,676390,0.95
