configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,12516409,7.741
1,tiff,1,1,0,1,12510178,7.788
10,png,1,0,1,1,8663358,25.546
11,png,1,0,0,1,8664009,25.559
12,png,0,1,0,0,17100969,57.655
13,png,0,0,0,0,17100546,57.559
14,png,0,0,0,1,17100646,57.594
15,png,0,1,1,0,17100852,57.65
2,tiff,1,0,1,1,12520896,7.755
3,tiff,1,0,0,1,12517774,7.864
4,tiff,0,1,0,0,25397357,9.842
5,tiff,0,0,0,0,25393436,9.815
6,tiff,0,0,0,1,25394549,9.814
7,tiff,0,1,1,0,25394959,9.861
8,png,1,1,1,1,8663260,25.628
9,png,1,1,0,1,8663810,25.669
