configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1323047,0.722
1,tiff,1,1,0,1,1323031,0.594
10,png,1,0,1,1,1335917,3.049
11,png,1,0,0,1,1335913,3.024
12,png,0,1,0,0,1632541,6.158
13,png,0,0,0,0,1632518,6.195
14,png,0,0,0,1,1632510,6.161
15,png,0,1,1,0,1632506,6.174
2,tiff,1,0,1,1,1323015,0.609
3,tiff,1,0,0,1,1323042,0.682
4,tiff,0,1,0,0,2647286,1.369
5,tiff,0,0,0,0,2647299,1.402
6,tiff,0,0,0,1,2647382,1.405
7,tiff,0,1,1,0,2647301,1.388
8,png,1,1,1,1,1335967,3.075
9,png,1,1,0,1,1335938,3.027
