configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2565116,4.535
1,tiff,1,1,0,1,2565071,4.384
10,png,1,0,1,1,1682912,11.254
11,png,1,0,0,1,1682835,11.307
12,png,0,1,0,0,4180430,14.695
13,png,0,0,0,0,4180468,14.659
14,png,0,0,0,1,4180409,14.687
15,png,0,1,1,0,4180526,19.455
2,tiff,1,0,1,1,2566203,4.364
3,tiff,1,0,0,1,2566200,4.375
4,tiff,0,1,0,0,6236247,4.657
5,tiff,0,0,0,0,6236994,4.599
6,tiff,0,0,0,1,6237085,4.585
7,tiff,0,1,1,0,6236068,4.558
8,png,1,1,1,1,1682924,11.306
9,png,1,1,0,1,1682805,11.311
