configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,729703,0.074
1,tiff,1,1,0,1,729703,0.075
10,png,1,0,1,1,729703,0.076
11,png,1,0,0,1,729703,0.072
12,png,0,1,0,0,1255184,2.217
13,png,0,0,0,0,1255186,2.244
14,png,0,0,0,1,729698,0.067
15,png,0,1,1,0,1255182,2.247
2,tiff,1,0,1,1,729701,0.072
3,tiff,1,0,0,1,729701,0.076
4,tiff,0,1,0,0,1359630,0.331
5,tiff,0,0,0,0,1359631,0.363
6,tiff,0,0,0,1,729700,0.076
7,tiff,0,1,1,0,1359631,0.373
8,png,1,1,1,1,729675,0.077
9,png,1,1,0,1,729675,0.077
