configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,23103462,0.249
1,tiff,1,1,0,1,23103462,0.184
10,png,1,0,1,1,23103462,0.158
11,png,1,0,0,1,23103462,0.159
12,png,0,1,0,0,23103462,0.181
13,png,0,0,0,0,23103462,0.156
14,png,0,0,0,1,23103462,0.156
15,png,0,1,1,0,23103462,0.157
2,tiff,1,0,1,1,23103462,0.185
3,tiff,1,0,0,1,23103462,0.178
4,tiff,0,1,0,0,23103462,0.161
5,tiff,0,0,0,0,23103462,0.177
6,tiff,0,0,0,1,23103462,0.185
7,tiff,0,1,1,0,23103462,0.173
8,png,1,1,1,1,23103462,0.187
9,png,1,1,0,1,23103462,0.154
