configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5251321,2.615
1,tiff,1,1,0,1,5251331,2.292
10,png,1,0,1,1,4295723,6.982
11,png,1,0,0,1,4295724,6.955
12,png,0,1,0,0,5396353,7.332
13,png,0,0,0,0,5396364,7.382
14,png,0,0,0,1,5396378,7.336
15,png,0,1,1,0,5396343,7.376
2,tiff,1,0,1,1,5251262,2.228
3,tiff,1,0,0,1,5251266,2.226
4,tiff,0,1,0,0,6831127,2.262
5,tiff,0,0,0,0,6831135,2.319
6,tiff,0,0,0,1,6831128,2.312
7,tiff,0,1,1,0,6831124,2.258
8,png,1,1,1,1,4295724,6.972
9,png,1,1,0,1,4295726,7.009
