configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,397030,0.223
1,tiff,1,1,0,1,397030,0.161
10,png,1,0,1,1,409579,0.423
11,png,1,0,0,1,409568,0.38
12,png,0,1,0,0,1664506,1.667
13,png,0,0,0,0,1664510,1.667
14,png,0,0,0,1,1664499,1.711
15,png,0,1,1,0,1664493,1.668
2,tiff,1,0,1,1,397025,0.162
3,tiff,1,0,0,1,397025,0.163
4,tiff,0,1,0,0,2152166,0.218
5,tiff,0,0,0,0,2152029,0.214
6,tiff,0,0,0,1,2152019,0.214
7,tiff,0,1,1,0,2152018,0.238
8,png,1,1,1,1,409569,0.377
9,png,1,1,0,1,409610,0.407
