configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1610153,0.715
1,tiff,1,1,0,1,1610248,0.685
10,png,1,0,1,1,1636505,2.187
11,png,1,0,0,1,1636511,2.182
12,png,0,1,0,0,2641263,4.464
13,png,0,0,0,0,2641204,4.417
14,png,0,0,0,1,2641222,4.445
15,png,0,1,1,0,2641255,4.464
2,tiff,1,0,1,1,1610306,0.727
3,tiff,1,0,0,1,1610269,0.689
4,tiff,0,1,0,0,3221551,0.75
5,tiff,0,0,0,0,3221475,0.8
6,tiff,0,0,0,1,3221508,0.778
7,tiff,0,1,1,0,3221526,0.783
8,png,1,1,1,1,1636508,2.201
9,png,1,1,0,1,1636503,2.158
