configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1191376,0.936
1,tiff,1,1,0,1,1191356,0.69
10,png,1,0,1,1,1345978,1.487
11,png,1,0,0,1,1345995,1.519
12,png,0,1,0,0,2284221,2.685
13,png,0,0,0,0,2284214,2.654
14,png,0,0,0,1,2284210,2.645
15,png,0,1,1,0,2284213,2.66
2,tiff,1,0,1,1,1191400,0.634
3,tiff,1,0,0,1,1191392,0.638
4,tiff,0,1,0,0,2288248,0.713
5,tiff,0,0,0,0,2288225,0.709
6,tiff,0,0,0,1,2288263,0.724
7,tiff,0,1,1,0,2288258,0.685
8,png,1,1,1,1,1345984,1.52
9,png,1,1,0,1,1346002,1.527
