configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1289990,0.136
1,tiff,1,1,0,1,1289990,0.117
10,png,1,0,1,1,1289990,0.118
11,png,1,0,0,1,1289991,0.137
12,png,0,1,0,0,1809309,2.941
13,png,0,0,0,0,1809309,2.914
14,png,0,0,0,1,1289966,0.117
15,png,0,1,1,0,1809314,2.917
2,tiff,1,0,1,1,1289978,0.122
3,tiff,1,0,0,1,1289966,0.118
4,tiff,0,1,0,0,1912856,0.479
5,tiff,0,0,0,0,1912869,0.543
6,tiff,0,0,0,1,1289984,0.118
7,tiff,0,1,1,0,1912878,0.522
8,png,1,1,1,1,1289986,0.117
9,png,1,1,0,1,1289986,0.117
