configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1206316,1.125
1,tiff,1,1,0,1,1206301,0.126
10,png,1,0,1,1,1199042,0.219
11,png,1,0,0,1,1199041,0.252
12,png,0,1,0,0,7645468,5.599
13,png,0,0,0,0,7645456,5.59
14,png,0,0,0,1,7645480,5.572
15,png,0,1,1,0,7645480,5.588
2,tiff,1,0,1,1,1206266,0.126
3,tiff,1,0,0,1,1206266,0.129
4,tiff,0,1,0,0,9599045,0.469
5,tiff,0,0,0,0,9599005,0.467
6,tiff,0,0,0,1,9599002,0.472
7,tiff,0,1,1,0,9599011,0.451
8,png,1,1,1,1,1199048,0.211
9,png,1,1,0,1,1199039,0.216
