configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2805380,0.527
1,tiff,1,1,0,1,2805354,0.343
10,png,1,0,1,1,2768647,0.831
11,png,1,0,0,1,2768649,0.802
12,png,0,1,0,0,4655528,4.402
13,png,0,0,0,0,4655526,4.415
14,png,0,0,0,1,4655518,4.452
15,png,0,1,1,0,4655544,4.413
2,tiff,1,0,1,1,2805375,0.338
3,tiff,1,0,0,1,2805377,0.341
4,tiff,0,1,0,0,7042868,0.478
5,tiff,0,0,0,0,7042869,0.443
6,tiff,0,0,0,1,7042896,0.412
7,tiff,0,1,1,0,7042895,0.438
8,png,1,1,1,1,2768646,0.827
9,png,1,1,0,1,2768638,0.832
