configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2571334,0.841
1,tiff,1,1,0,1,2571315,0.822
10,png,1,0,1,1,2495395,5.321
11,png,1,0,0,1,2495382,5.369
12,png,0,1,0,0,2495386,5.368
13,png,0,0,0,0,2495394,5.338
14,png,0,0,0,1,2495387,5.342
15,png,0,1,1,0,2495378,5.33
2,tiff,1,0,1,1,2571298,0.812
3,tiff,1,0,0,1,2571301,0.903
4,tiff,0,1,0,0,2571335,0.819
5,tiff,0,0,0,0,2571305,0.811
6,tiff,0,0,0,1,2571320,0.882
7,tiff,0,1,1,0,2571370,0.816
8,png,1,1,1,1,2495377,5.373
9,png,1,1,0,1,2495388,5.353
