configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,718075,0.281
1,tiff,1,1,0,1,718088,0.234
10,png,1,0,1,1,710684,0.394
11,png,1,0,0,1,710768,0.39
12,png,0,1,0,0,1786860,1.402
13,png,0,0,0,0,1787112,1.473
14,png,0,0,0,1,1787758,1.41
15,png,0,1,1,0,1786836,1.409
2,tiff,1,0,1,1,717962,0.236
3,tiff,1,0,0,1,718066,0.239
4,tiff,0,1,0,0,2056555,0.324
5,tiff,0,0,0,0,2056548,0.294
6,tiff,0,0,0,1,2057592,0.297
7,tiff,0,1,1,0,2056041,0.291
8,png,1,1,1,1,710696,0.391
9,png,1,1,0,1,710649,0.413
