configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3699245,15.422
1,tiff,1,1,0,1,3700181,15.263
10,png,1,0,1,1,3891429,21.017
11,png,1,0,0,1,3891426,21.059
12,png,0,1,0,0,5995808,23.808
13,png,0,0,0,0,5995756,23.874
14,png,0,0,0,1,5995757,23.791
15,png,0,1,1,0,5995873,23.764
2,tiff,1,0,1,1,3699275,15.216
3,tiff,1,0,0,1,3699255,15.219
4,tiff,0,1,0,0,5864703,15.501
5,tiff,0,0,0,0,5864235,15.657
6,tiff,0,0,0,1,5863826,15.483
7,tiff,0,1,1,0,5865093,15.528
8,png,1,1,1,1,3891420,20.977
9,png,1,1,0,1,3891384,20.926
