configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,13501020,1.343
1,tiff,1,1,0,1,13501223,1.313
10,png,1,0,1,1,13192638,63.744
11,png,1,0,0,1,13192850,63.505
12,png,0,1,0,0,15662911,68.294
13,png,0,0,0,0,15662874,68.344
14,png,0,0,0,1,15662894,68.551
15,png,0,1,1,0,15662878,68.513
2,tiff,1,0,1,1,13501053,1.293
3,tiff,1,0,0,1,13501108,1.323
4,tiff,0,1,0,0,16850771,1.43
5,tiff,0,0,0,0,16850817,1.465
6,tiff,0,0,0,1,16849933,1.425
7,tiff,0,1,1,0,16851688,1.396
8,png,1,1,1,1,13192709,63.699
9,png,1,1,0,1,13192706,63.725
